10 Jun 2021 03:14:57.000,10 Jun 2021 03:18:57.000,Ground_Station
10 Jun 2021 10:00:57.000,10 Jun 2021 10:01:00.000,Finsteraarhorn
10 Jun 2021 10:01:06.000,10 Jun 2021 10:01:09.000,Dufourspitze
10 Jun 2021 16:20:39.000,10 Jun 2021 16:23:27.000,Ground_Station
10 Jun 2021 17:54:15.000,10 Jun 2021 17:54:18.000,Teton
10 Jun 2021 20:40:06.000,10 Jun 2021 20:40:09.000,Grossglockner
11 Jun 2021 02:53:18.000,11 Jun 2021 02:56:36.000,Ground_Station
11 Jun 2021 10:09:00.000,11 Jun 2021 10:09:03.000,Tunupa
11 Jun 2021 15:58:06.000,11 Jun 2021 16:02:03.000,Ground_Station
11 Jun 2021 18:42:06.000,11 Jun 2021 18:42:09.000,Mount_Elbrus
11 Jun 2021 18:42:06.000,11 Jun 2021 18:42:09.000,Dychtau
11 Jun 2021 18:42:36.000,11 Jun 2021 18:42:39.000,Mount_Kazbek
11 Jun 2021 20:05:00.000,11 Jun 2021 20:05:03.000,Mount_Karisimbi
12 Jun 2021 15:36:15.000,12 Jun 2021 15:39:48.000,Ground_Station
12 Jun 2021 18:42:54.000,12 Jun 2021 18:42:57.000,Mount_Baker
13 Jun 2021 03:43:06.000,13 Jun 2021 03:45:42.000,Ground_Station
13 Jun 2021 07:22:54.000,13 Jun 2021 07:22:57.000,Roman-Kosh
13 Jun 2021 21:07:12.000,13 Jun 2021 21:07:15.000,Barre_des_Ecrins
14 Jun 2021 03:20:21.000,14 Jun 2021 03:24:18.000,Ground_Station
14 Jun 2021 16:26:18.000,14 Jun 2021 16:28:24.000,Ground_Station
15 Jun 2021 02:58:30.000,15 Jun 2021 03:02:06.000,Ground_Station
15 Jun 2021 07:08:21.000,15 Jun 2021 07:08:24.000,Alto_de_Nique
15 Jun 2021 11:50:36.000,15 Jun 2021 11:50:39.000,Monte_Burney
15 Jun 2021 16:03:30.000,15 Jun 2021 16:07:18.000,Ground_Station
15 Jun 2021 17:40:21.000,15 Jun 2021 17:40:24.000,Mount_Graham
16 Jun 2021 00:35:57.000,16 Jun 2021 00:36:00.000,Cabaray
16 Jun 2021 02:37:57.000,16 Jun 2021 02:38:42.000,Ground_Station
16 Jun 2021 09:24:09.000,16 Jun 2021 09:24:12.000,Mount_Etna
16 Jun 2021 15:41:27.000,16 Jun 2021 15:45:15.000,Ground_Station
